2.375439689204165379e-10,1.171476465306227424e-10,5.172886458368785211e-11,9.629227746297865028e-11,6.820413041684066130e-11,3.725669182204531236e-11,2.482029782909671652e-11,1.472968111728985894e-11,1.397715765173364177e-11,1.275923143978097232e-11,1.018790879431580756e-11,1.300729180184162982e-11,1.248555567854062008e-11,9.191982768973337513e-12,5.417452497617740367e-12,7.017933379649789519e-12,6.873677909368617577e-12,5.088533863997528241e-12,5.058531548034352031e-13,7.104044646304568137e-13,7.028005605568040221e-13,4.920354453956338101e-13,5.052860415500087525e-13,6.065972393712902302e-13,4.996937108701417657e-13,2.577320635754982054e-13,4.133231935079465011e-13,4.117881146267696328e-13,2.555713302967377069e-13,2.515271691861113092e-13,2.977439944080491725e-13,2.503893416467026343e-13,1.084733560799853010e-13,1.809236046857651990e-13,1.805737985552645926e-13,1.080408589849837009e-13
1.171476465306227166e-10,2.955046129981682161e-10,1.171639982042116161e-10,1.214126599814471739e-10,1.214459931889171549e-10,4.379002979640832609e-11,4.382251936617397781e-11,1.964891267713831485e-11,2.009102794848254595e-11,1.966602084281760077e-11,1.386343936063889591e-11,1.828031330008062140e-11,1.827817088241955035e-11,1.388137081351092529e-11,7.522340239614473342e-12,9.956427933841858603e-12,9.957986446339352217e-12,7.528387681142316340e-12,7.148582168111702586e-13,1.012683479133836191e-12,1.012905750946150170e-12,7.152107991021000861e-13,7.200006529986404218e-13,8.694469824311919732e-13,7.204164805744855198e-13,3.677453159855862196e-13,5.912450704041732221e-13,5.913872578143737273e-13,3.679651215329612281e-13,3.596186940443249273e-13,4.267563637303608948e-13,3.597759697707859135e-13,1.551155878784635311e-13,2.590509172888175245e-13,2.590825856712774644e-13,1.552133569769885333e-13
5.172886458368789735e-11,1.171639982042114868e-10,2.375671896716734356e-10,6.820920402842596692e-11,9.634559817470771919e-11,2.481119406584021039e-11,3.729123987024757644e-11,1.275766767050114072e-11,1.398614363713885862e-11,1.475220259168906675e-11,9.187173817317933773e-12,1.249551622023880120e-11,1.301431394571350278e-11,1.020828190199211232e-11,5.088294334172506851e-12,6.877494829966360459e-12,7.023943270757086433e-12,5.425704975524257862e-12,4.921601119517063394e-13,7.031637823774918726e-13,7.110791300770870110e-13,5.064721372752929169e-13,4.997785673571133723e-13,6.070461591617443438e-13,5.059523513223370901e-13,2.556096100071030453e-13,4.119962006915541315e-13,4.137300398762845855e-13,2.580775656538833206e-13,2.504669042475505540e-13,2.979662263851634468e-13,2.518244875711408616e-13,1.080534888998890711e-13,1.806867123738024056e-13,1.810807884780510529e-13,1.086225482410569764e-13
9.629227746297868906e-11,1.214126599814470446e-10,6.820920402842581183e-11,2.331915502188997793e-10,1.261448326050566533e-10,7.983304882345741996e-11,4.596840885451239440e-11,3.126424383171246754e-11,2.920296359106546535e-11,2.568148000459903388e-11,2.151926421944932218e-11,2.726461653945563048e-11,2.578993859055854016e-11,1.869293749767732681e-11,1.137907520500845388e-11,1.465049377485512128e-11,1.424164315595409380e-11,1.044556608054249829e-11,1.056752137038813020e-12,1.479993280729439159e-12,1.458368993409080014e-12,1.017484090509905432e-12,1.052729050416292937e-12,1.261223918098145924e-12,1.036693288200587423e-12,5.367135860592766394e-13,8.599624443885514242e-13,8.555460028999124016e-13,5.304868504119030209e-13,5.234197517495158361e-13,6.190453788430681291e-13,5.201190779454036421e-13,2.257155060311351765e-13,3.763001534339910455e-13,3.752941395486141395e-13,2.244410306729718914e-13
6.820413041684060961e-11,1.214459931889169998e-10,9.634559817470773211e-11,1.261448326050569118e-10,2.332401895319183247e-10,4.594835521735867674e-11,7.989565492428409615e-11,2.567937716988504019e-11,2.921965642998960664e-11,3.130918207659498524e-11,1.868378121595129486e-11,2.580960423015001945e-11,2.727738119630393945e-11,2.156075435535503993e-11,1.044516663147878156e-11,1.424913796182307590e-11,1.466231686160362407e-11,1.139576560023827396e-11,1.017730287214938042e-12,1.459089060451912779e-12,1.481347686974223749e-12,1.058002109413544921e-12,1.036850250849439276e-12,1.262124064584027836e-12,1.054084538497841021e-12,5.305559308439511404e-13,8.559591401039337983e-13,8.607859308987343848e-13,5.374173225300018523e-13,5.202690153470223814e-13,6.194925577640425148e-13,5.240243742456500795e-13,2.244624125873124266e-13,3.755203115956945676e-13,3.766177082450089369e-13,2.260199270818686910e-13
3.725669182204537699e-11,4.379002979640830024e-11,2.481119406584020393e-11,7.983304882345744581e-11,4.594835521735872844e-11,3.326866241660139920e-10,2.436459418965169557e-11,8.161856719688067449e-11,5.260507109595575360e-11,3.717950063881586101e-11,5.213374892480981658e-11,5.710131269802903571e-11,4.541935983662450278e-11,2.954898649826016501e-11,2.547545418752396285e-11,2.984715577088319581e-11,2.658943844139922737e-11,1.801511298050849626e-11,2.202894573389858538e-12,2.970585963860124296e-12,2.797071046248704939e-12,1.888232946164785177e-12,2.118449756520152610e-12,2.476379425674636943e-12,1.987607151282698858e-12,1.074145340223462639e-12,1.703028349945323807e-12,1.666753332016690451e-12,1.022833628087108190e-12,1.038810402054840155e-12,1.216027382287278149e-12,1.011258100184097556e-12,4.476524586279474828e-13,7.423603257806954907e-13,7.341035448488363365e-13,4.366930158627387502e-13
2.482029782909674883e-11,4.382251936617408767e-11,3.729123987024760229e-11,4.596840885451235562e-11,7.989565492428408322e-11,2.436459418965168265e-11,3.319887597428923781e-10,3.719182246053086864e-11,5.261027153820021346e-11,8.165024171120116713e-11,2.954207166309257040e-11,4.543865619575563288e-11,5.708773316684712790e-11,5.219470433754304067e-11,1.801445301327534689e-11,2.659494793586746769e-11,2.985610018692813434e-11,2.549795759586435499e-11,1.888359344100913268e-12,2.797697916891193790e-12,2.972216554233229726e-12,2.204555552817790661e-12,1.987459046999202754e-12,2.477423231128184939e-12,2.120484708962278334e-12,1.022727313201355747e-12,1.667130218874432229e-12,1.704164069557541946e-12,1.075218581579866467e-12,1.011298476521322543e-12,1.216580558368348732e-12,1.039707850343665060e-12,4.366257558020020825e-13,7.343580375255504006e-13,7.427835958300280917e-13,4.481266942081306196e-13
1.472968111728986540e-11,1.964891267713835040e-11,1.275766767050115041e-11,3.126424383171248693e-11,2.567937716988504019e-11,8.161856719688063572e-11,3.719182246053090741e-11,2.664184784847571615e-10,1.591131182589342961e-10,1.069558690192081530e-10,1.677921004386239649e-10,1.789697018428496158e-10,1.370883822969209252e-10,8.700307440468790485e-11,8.087795011163755110e-11,9.305530203467991096e-11,8.138558476176675585e-11,5.418413870168378616e-11,6.900369886741417162e-12,9.234696234509249805e-12,8.613403072685946676e-12,5.774160626823959971e-12,6.589262389014191573e-12,7.663744762590691529e-12,6.120512739938107286e-12,3.337327393565944829e-12,5.279818956252536085e-12,5.149825160361247901e-12,3.153423578163350456e-12,3.222022806862140958e-12,3.763690939687694232e-12,3.123219799358621581e-12,1.388258766062085566e-12,2.299697225046980465e-12,2.270109561375651175e-12,1.348909561227494209e-12
1.397715765173363046e-11,2.009102794848252333e-11,1.398614363713886185e-11,2.920296359106546535e-11,2.921965642998956787e-11,5.260507109595558558e-11,5.261027153820012299e-11,1.591131182589341927e-10,2.594198808334986208e-10,1.590472446624246084e-10,1.250995068435921850e-10,1.955198652805967827e-10,1.954361646218614936e-10,1.251270864580150717e-10,7.276873787927722207e-11,1.029329345640090173e-10,1.029294957728011770e-10,7.277889543576440281e-11,7.160164509884041552e-12,1.030465484485207669e-11,1.030571768685480691e-11,7.161567990793629834e-12,7.298172363924280152e-12,8.837621485645869114e-12,7.301414524867281004e-12,3.728949794417396078e-12,6.001440315305256326e-12,6.002609531247932794e-12,3.730794193446890304e-12,3.648901411898290263e-12,4.331275238509325315e-12,3.650288537124830530e-12,1.573901090350545382e-12,2.628836195010338464e-12,2.629095173128756923e-12,1.574809348253442528e-12
1.275923143978098201e-11,1.966602084281762985e-11,1.475220259168907968e-11,2.568148000459905003e-11,3.130918207659501109e-11,3.717950063881580284e-11,8.165024171120115421e-11,1.069558690192082693e-10,1.590472446624248152e-10,2.663837866094275037e-10,8.695069982182733600e-11,1.370793036224776559e-10,1.788338850079063262e-10,1.679065064680338908e-10,5.415951644368468343e-11,8.136399467807464690e-11,9.303765445635982099e-11,8.091071826825258778e-11,5.771989996721380710e-12,8.611409000545918793e-12,9.235473940329371565e-12,6.902345554338102096e-12,6.117324431768527096e-12,7.663489229611208445e-12,6.592585684761346575e-12,3.151686762583517395e-12,5.148675937658345216e-12,5.280950439920488679e-12,3.339144954642461803e-12,3.121945566850951346e-12,3.763710770602064827e-12,3.223349225938536924e-12,1.348097672985708127e-12,2.269879067501904903e-12,2.299973666318607846e-12,1.389101831581521161e-12
