1.400814108687052560e-10,2.659244685674480572e-11,5.456704385394069318e-12,2.335837123911014368e-11,9.498723187303759036e-12,1.251193736579949966e-11,3.656238172187299086e-12,4.646425914757565003e-12,4.464973178315532879e-12,2.960281830463505557e-12,1.675952283246930166e-12,2.281909861163352304e-12,2.021182951418952169e-12,1.257590334763629068e-12,7.329561084114228527e-13,1.012348812070146531e-12,9.587728750867713742e-13,6.427074371071840539e-13,1.910228390798917208e-13,2.974414056488665804e-13,2.920198314610042173e-13,1.829534052298445375e-13,1.411047870186259297e-13,1.703314809982070991e-13,1.385479685767822396e-13,5.940710767863489148e-14,9.068872343689912577e-14,9.048685706805989503e-14,5.801749410031396194e-14,4.281591907990809172e-14,5.266624192759595990e-14,4.317945878030901099e-14,1.546361525772645266e-14,2.604443410665700658e-14,2.534771793435345473e-14,1.325094510842920496e-14
2.659244685674486711e-11,1.394878441941248632e-10,2.659359837577847305e-11,2.299540459926450857e-11,2.299522767282439566e-11,8.059753824560521576e-12,8.059877057051335965e-12,4.853151524588367631e-12,6.008167882338427538e-12,4.853167180900741361e-12,1.899460258224037868e-12,2.836275003357546350e-12,2.836290380462288426e-12,1.899540643253427858e-12,9.019445924063163000e-13,1.297242352582762186e-12,1.297264043986832330e-12,9.019964403922470658e-13,2.459635425567770424e-13,3.877184446084889223e-13,3.877901606896918534e-13,2.458597577714009638e-13,1.839055820897624717e-13,2.240903162884081791e-13,1.839799518079287256e-13,7.760390041755524452e-14,1.189558955516263166e-13,1.193881418730069530e-13,7.687008098162227622e-14,5.613444580907534381e-14,6.927846359177317292e-14,5.699389146707898080e-14,2.027576233144889522e-14,3.421317456235600223e-14,3.338151993742967004e-14,1.748889142511936710e-14
5.456704385394090321e-12,2.659359837577848921e-11,1.400816059835947133e-10,9.498895239295975841e-12,2.335843298026163929e-11,3.656262509505041383e-12,1.251254591851015024e-11,2.960345343915783010e-12,4.465088249272136102e-12,4.646572079328021462e-12,1.257582327338705667e-12,2.021237479115999973e-12,2.281998314692011665e-12,1.676091887332603422e-12,6.426984625509445099e-13,9.587946173135122488e-13,1.012406594231725045e-12,7.330321732432601301e-13,1.830409725273058526e-13,2.919769149237393296e-13,2.975079106403871316e-13,1.909532583831223179e-13,1.384968779318087779e-13,1.703350037823847045e-13,1.411669741169409883e-13,5.857673080279685569e-14,9.015672055692273693e-14,9.101576554921491955e-14,5.885083503449325638e-14,4.252464772118962205e-14,5.265596096921074115e-14,4.346774555427152438e-14,1.536142319518429730e-14,2.596915233864248706e-14,2.540150825368403326e-14,1.333727675492201819e-14
2.335837123911019538e-11,2.299540459926452796e-11,9.498895239295990381e-12,4.231747766913712578e-11,2.190290249473102927e-11,2.288483486620436512e-11,9.046004232032342259e-12,1.222566193191316695e-11,1.244321708755412934e-11,7.999398719990955389e-12,4.473476071392535490e-12,6.232942890392314102e-12,5.550683275825905717e-12,3.427437042741507591e-12,1.989593981957834650e-12,2.764063041520028281e-12,2.625962329792429994e-12,1.759185819679527764e-12,5.212651026713499584e-13,8.125368924726428113e-13,7.986276687002809805e-13,5.005562115888053975e-13,3.854305607797657097e-13,4.655648844176213896e-13,3.788789418304708867e-13,1.622960221789113025e-13,2.478257809069574900e-13,2.473625807394237704e-13,1.586369549738612317e-13,1.169989299429590553e-13,1.439463709246562467e-13,1.180409431316098759e-13,4.225614832330261395e-14,7.117802589236406448e-14,6.928457884206566544e-14,3.622425793900063574e-14
9.498723187303702490e-12,2.299522767282432781e-11,2.335843298026154882e-11,2.190290249473080308e-11,4.231712289840178910e-11,9.045919894976805814e-12,2.288498204777075922e-11,7.999425441212814483e-12,1.244328790210313496e-11,1.222571695980434924e-11,3.427352449044273311e-12,5.550720063934442290e-12,6.233037677711888753e-12,4.473716118508386547e-12,1.759125558677336120e-12,2.625965110950473793e-12,2.764154890974226513e-12,1.989747473074231683e-12,5.007845018778538604e-13,7.984925448463698596e-13,8.126996677373425842e-13,5.210620265725590613e-13,3.787308821013564569e-13,4.655644245587658035e-13,3.855914830051939790e-13,1.601620508536983984e-13,2.464555306339976155e-13,2.487147827585258004e-13,1.607719769806637412e-13,1.162491326976157389e-13,1.439170517076412392e-13,1.187782836470909503e-13,4.199306010050616552e-14,7.098339725089987866e-14,6.942119300323199679e-14,3.644504543357663468e-14
1.251193736579947219e-11,8.059753824560445644e-12,3.656262509505006648e-12,2.288483486620425203e-11,9.045919894976784812e-12,2.402727952266927039e-10,4.838336811900464842e-12,2.353819627672282040e-11,1.142722571963396297e-11,5.808385745053031021e-12,7.569583916373982037e-12,7.738542523103350895e-12,5.293734789688060579e-12,2.928751021786130490e-12,2.654280285032319132e-12,3.297513987290070640e-12,2.766466607451529806e-12,1.727814456478560579e-12,6.203935929896661222e-13,9.383006775735070515e-13,8.833867293672587379e-13,5.394876960345210250e-13,4.455474416029226587e-13,5.263980145601022239e-13,4.193941651507529541e-13,1.866252320696892685e-13,2.822222087945926947e-13,2.778954472037773377e-13,1.765201292906359817e-13,1.333954236365701987e-13,1.628543644633243939e-13,1.324962636677966697e-13,4.816764431898067761e-14,8.078257331362556973e-14,7.817766074120649277e-14,4.066867629014493769e-14
3.656238172187301509e-12,8.059877057051342428e-12,1.251254591851013893e-11,9.046004232032322872e-12,2.288498204777083677e-11,4.838336811900521388e-12,2.395017863430407281e-10,5.808486759428687040e-12,1.142736576158435184e-11,2.353750368201647667e-11,2.928759807414710916e-12,5.293879769132717369e-12,7.738765820433471643e-12,7.570156843712759628e-12,1.727826691190467137e-12,2.766559829669786127e-12,3.297734895897908678e-12,2.654611867167838357e-12,5.397716598685139873e-13,8.832619267046040818e-13,9.385180655910606721e-13,6.201991744911810822e-13,4.192392693925676937e-13,5.263915838741753066e-13,4.457453756252353004e-13,1.782440745632231512e-13,2.768415060119480027e-13,2.832004161022799646e-13,1.849022922920161033e-13,1.304507019344683293e-13,1.627378438294930096e-13,1.353897893674917721e-13,4.713436344517069959e-14,8.001781451224248550e-14,7.871329121430752658e-14,4.153513271979257180e-14
4.646425914757547231e-12,4.853151524588334511e-12,2.960345343915757160e-12,1.222566193191308455e-11,7.999425441212812868e-12,2.353819627672284302e-11,5.808486759428640188e-12,4.604904189488544991e-11,2.102009340786740638e-11,9.423063116655653834e-12,2.443768117379431802e-11,2.156300955419101555e-11,1.139062022195679840e-11,5.745684441667791468e-12,7.830137327933695872e-12,8.929377175067008142e-12,6.679846473427977215e-12,3.909019969649709994e-12,1.678874976253867412e-12,2.473961865532806377e-12,2.240870489321308529e-12,1.336283038113125590e-12,1.176001672310445457e-12,1.362394102459598487e-12,1.064834533313537957e-12,4.903397339682197539e-13,7.351647956537830493e-13,7.151448403310413840e-13,4.503449100587261022e-13,3.478553938090474486e-13,4.217560579096060849e-13,3.407104870480903377e-13,1.255831789958970857e-13,2.098016675104345401e-13,2.019827239736495244e-13,1.045984203995937912e-13
4.464973178315489258e-12,6.008167882338358068e-12,4.465088249272080364e-12,1.244321708755394355e-11,1.244328790210304934e-11,1.142722571963392258e-11,1.142736576158421775e-11,2.102009340786720282e-11,3.454207379703994652e-11,2.101988942523481800e-11,1.103646978205958101e-11,2.058431286798006469e-11,2.058423613978066431e-11,1.103657959400860923e-11,6.136615645516557155e-12,9.298239114732602946e-12,9.298309625388508694e-12,6.136805162926217346e-12,1.741992294472242617e-12,2.760956575788618994e-12,2.761453950843345743e-12,1.741230975794676616e-12,1.307996637229874799e-12,1.595809530004689256e-12,1.308518018421954456e-12,5.520505896021538051e-13,8.466957415834367496e-13,8.497707072818226190e-13,5.468232139745871939e-13,3.994914469108036064e-13,4.931046363036660480e-13,4.056071743749421216e-13,1.442946775661566051e-13,2.435058796960002944e-13,2.375882187512701868e-13,1.244597031257151367e-13
2.960281830463501518e-12,4.853167180900749439e-12,4.646572079327990766e-12,7.999398719990919846e-12,1.222571695980439771e-11,5.808385745053084335e-12,2.353750368201647344e-11,9.423063116655726536e-12,2.101988942523506034e-11,4.604495262190433018e-11,5.745616758973622881e-12,1.139065990575093463e-11,2.156247792595686625e-11,2.443668028784847912e-11,3.908998259416692154e-12,6.679891716665923805e-12,8.929598652803332328e-12,7.830663544717245457e-12,1.336990813223681462e-12,2.240464470698078886e-12,2.474430544028962320e-12,1.678331986219444556e-12,1.064391831358300397e-12,1.362271536128741430e-12,1.176469412592690877e-12,4.547754495433346123e-13,7.123030585601113329e-13,7.375838909386055543e-13,4.858474122218668960e-13,3.353475652386368688e-13,4.212325471376351653e-13,3.529529801925043451e-13,1.211940287424397285e-13,2.065449534173292364e-13,2.042392309866161122e-13,1.082642180276735264e-13
